Destination ID,Country,apiSku,Product SKU,Plan Name,Data Allowanance,Validity Days,VOICE MIN,DATA,SMS,VALIDITY,BaseCost,markup,finalPrice,currency,Note / QR Code Expiry,status
,Australia,eSIM-AU500M-30,eSIM-AU500M-30,"Holiday eSIM 2 Australia
 (Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,30 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,30 days,8.41,8.41,16.82,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU1G-01,eSIM-AU1G-01,"Holiday eSIM 2 Australia
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,1 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,1 days,0.75,0.75,1.5,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU1G-03,eSIM-AU1G-03,"Holiday eSIM 2 Australia
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,3 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,3 days,1.44,1.44,2.88,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU1G-05,eSIM-AU1G-05,"Holiday eSIM 2 Australia
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,5 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,5 days,2.09,2.09,4.18,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU1G-07,eSIM-AU1G-07,"Holiday eSIM 2 Australia
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,7 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,7 days,2.84,2.84,5.68,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU1G-10,eSIM-AU1G-10,"Holiday eSIM 2 Australia
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,10 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,10 days,3.96,3.96,7.92,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU1G-15,eSIM-AU1G-15,"Holiday eSIM 2 Australia
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,15 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,15 days,5.68,5.68,11.36,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU1G-20,eSIM-AU1G-20,"Holiday eSIM 2 Australia
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,20 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,20 days,7.54,7.54,15.08,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU1G-30,eSIM-AU1G-30,"Holiday eSIM 2 Australia
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,30 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,30 days,11.01,11.01,22.02,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU2G-01,eSIM-AU2G-01,"Holiday eSIM 2 Australia
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,1 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,1 days,1,1,2,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU2G-03,eSIM-AU2G-03,"Holiday eSIM 2 Australia
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,3 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,3 days,2.35,2.35,4.7,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU2G-05,eSIM-AU2G-05,"Holiday eSIM 2 Australia
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,5 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,5 days,3.58,3.58,7.16,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU2G-07,eSIM-AU2G-07,"Holiday eSIM 2 Australia
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,7 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,7 days,4.94,4.94,9.88,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU2G-10,eSIM-AU2G-10,"Holiday eSIM 2 Australia
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,10 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,10 days,6.92,6.92,13.84,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU2G-15,eSIM-AU2G-15,"Holiday eSIM 2 Australia
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,15 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,15 days,10.14,10.14,20.28,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU2G-20,eSIM-AU2G-20,"Holiday eSIM 2 Australia
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,20 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,20 days,13.48,13.48,26.96,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU2G-30,eSIM-AU2G-30,"Holiday eSIM 2 Australia
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,30 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,30 days,19.92,19.92,39.84,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU3G-01,eSIM-AU3G-01,"Holiday eSIM 2 Australia
 (Daily 3GB)",3GB Daily with high speed + FUP 128 Kbps,1 days,N/A,3GB Daily with high speed + FUP 128 Kbps,N/A,1 days,1.25,1.25,2.5,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU3G-03,eSIM-AU3G-03,"Holiday eSIM 2 Australia
 (Daily 3GB)",3GB Daily with high speed + FUP 128 Kbps,3 days,N/A,3GB Daily with high speed + FUP 128 Kbps,N/A,3 days,3.08,3.08,6.16,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU3G-05,eSIM-AU3G-05,"Holiday eSIM 2 Australia
 (Daily 3GB)",3GB Daily with high speed + FUP 128 Kbps,5 days,N/A,3GB Daily with high speed + FUP 128 Kbps,N/A,5 days,4.82,4.82,9.64,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU3G-07,eSIM-AU3G-07,"Holiday eSIM 2 Australia
 (Daily 3GB)",3GB Daily with high speed + FUP 128 Kbps,7 days,N/A,3GB Daily with high speed + FUP 128 Kbps,N/A,7 days,6.55,6.55,13.1,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU3G-10,eSIM-AU3G-10,"Holiday eSIM 2 Australia
 (Daily 3GB)",3GB Daily with high speed + FUP 128 Kbps,10 days,N/A,3GB Daily with high speed + FUP 128 Kbps,N/A,10 days,9.27,9.27,18.54,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU3G-15,eSIM-AU3G-15,"Holiday eSIM 2 Australia
 (Daily 3GB)",3GB Daily with high speed + FUP 128 Kbps,15 days,N/A,3GB Daily with high speed + FUP 128 Kbps,N/A,15 days,13.73,13.73,27.46,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU3G-20,eSIM-AU3G-20,"Holiday eSIM 2 Australia
 (Daily 3GB)",3GB Daily with high speed + FUP 128 Kbps,20 days,N/A,3GB Daily with high speed + FUP 128 Kbps,N/A,20 days,18.18,18.18,36.36,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU3G-30,eSIM-AU3G-30,"Holiday eSIM 2 Australia
 (Daily 3GB)",3GB Daily with high speed + FUP 128 Kbps,30 days,N/A,3GB Daily with high speed + FUP 128 Kbps,N/A,30 days,27.09,27.09,54.18,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUMAX-01,eSIM-AUMAX-01,"Holiday eSIM 2 Australia
 (MAX)",1GB Daily with high speed + FUP 5 Mbps,1 days,N/A,1GB Daily with high speed + FUP 5 Mbps,N/A,1 days,1.89,1.89,3.78,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUMAX-03,eSIM-AUMAX-03,"Holiday eSIM 2 Australia
 (MAX)",1GB Daily with high speed + FUP 5 Mbps,3 days,N/A,1GB Daily with high speed + FUP 5 Mbps,N/A,3 days,4.82,4.82,9.64,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUMAX-05,eSIM-AUMAX-05,"Holiday eSIM 2 Australia
 (MAX)",1GB Daily with high speed + FUP 5 Mbps,5 days,N/A,1GB Daily with high speed + FUP 5 Mbps,N/A,5 days,7.79,7.79,15.58,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUMAX-07,eSIM-AUMAX-07,"Holiday eSIM 2 Australia
 (MAX)",1GB Daily with high speed + FUP 5 Mbps,7 days,N/A,1GB Daily with high speed + FUP 5 Mbps,N/A,7 days,10.75,10.75,21.5,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUMAX-10,eSIM-AUMAX-10,"Holiday eSIM 2 Australia
 (MAX)",1GB Daily with high speed + FUP 5 Mbps,10 days,N/A,1GB Daily with high speed + FUP 5 Mbps,N/A,10 days,15.21,15.21,30.42,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUMAX-15,eSIM-AUMAX-15,"Holiday eSIM 2 Australia
 (MAX)",1GB Daily with high speed + FUP 5 Mbps,15 days,N/A,1GB Daily with high speed + FUP 5 Mbps,N/A,15 days,22.63,22.63,45.26,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUMAX-20,eSIM-AUMAX-20,"Holiday eSIM 2 Australia
 (MAX)",1GB Daily with high speed + FUP 5 Mbps,20 days,N/A,1GB Daily with high speed + FUP 5 Mbps,N/A,20 days,30.06,30.06,60.12,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUMAX-30,eSIM-AUMAX-30,"Holiday eSIM 2 Australia
 (MAX)",1GB Daily with high speed + FUP 5 Mbps,30 days,N/A,1GB Daily with high speed + FUP 5 Mbps,N/A,30 days,44.91,44.91,89.82,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU10M-01,eSIM-AU10M-01,"Holiday eSIM 2 Australia
 (10MAX)",1GB Daily with high speed + FUP 10 Mbps,1 days,N/A,1GB Daily with high speed + FUP 10 Mbps,N/A,1 days,2.14,2.14,4.28,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU10M-03,eSIM-AU10M-03,"Holiday eSIM 2 Australia
 (10MAX)",1GB Daily with high speed + FUP 10 Mbps,3 days,N/A,1GB Daily with high speed + FUP 10 Mbps,N/A,3 days,5.68,5.68,11.36,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU10M-05,eSIM-AU10M-05,"Holiday eSIM 2 Australia
 (10MAX)",1GB Daily with high speed + FUP 10 Mbps,5 days,N/A,1GB Daily with high speed + FUP 10 Mbps,N/A,5 days,9.27,9.27,18.54,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU10M-07,eSIM-AU10M-07,"Holiday eSIM 2 Australia
 (10MAX)",1GB Daily with high speed + FUP 10 Mbps,7 days,N/A,1GB Daily with high speed + FUP 10 Mbps,N/A,7 days,12.86,12.86,25.72,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU10M-10,eSIM-AU10M-10,"Holiday eSIM 2 Australia
 (10MAX)",1GB Daily with high speed + FUP 10 Mbps,10 days,N/A,1GB Daily with high speed + FUP 10 Mbps,N/A,10 days,18.18,18.18,36.36,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU10M-15,eSIM-AU10M-15,"Holiday eSIM 2 Australia
 (10MAX)",1GB Daily with high speed + FUP 10 Mbps,15 days,N/A,1GB Daily with high speed + FUP 10 Mbps,N/A,15 days,27.09,27.09,54.18,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU10M-20,eSIM-AU10M-20,"Holiday eSIM 2 Australia
 (10MAX)",1GB Daily with high speed + FUP 10 Mbps,20 days,N/A,1GB Daily with high speed + FUP 10 Mbps,N/A,20 days,35.99,35.99,71.98,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AU10M-30,eSIM-AU10M-30,"Holiday eSIM 2 Australia
 (10MAX)",1GB Daily with high speed + FUP 10 Mbps,30 days,N/A,1GB Daily with high speed + FUP 10 Mbps,N/A,30 days,53.82,53.82,107.64,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT3G-03,eSIM-AUT3G-03,"Holiday eSIM 2 Australia
 (Total 3GB)",3GB Total with high speed + FUP 128 Kbps,3 days,N/A,3GB Total with high speed + FUP 128 Kbps,N/A,3 days,1.58,1.58,3.16,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT3G-05,eSIM-AUT3G-05,"Holiday eSIM 2 Australia
 (Total 3GB)",3GB Total with high speed + FUP 128 Kbps,5 days,N/A,3GB Total with high speed + FUP 128 Kbps,N/A,5 days,1.7,1.7,3.4,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT3G-07,eSIM-AUT3G-07,"Holiday eSIM 2 Australia
 (Total 3GB)",3GB Total with high speed + FUP 128 Kbps,7 days,N/A,3GB Total with high speed + FUP 128 Kbps,N/A,7 days,1.84,1.84,3.68,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT3G-10,eSIM-AUT3G-10,"Holiday eSIM 2 Australia
 (Total 3GB)",3GB Total with high speed + FUP 128 Kbps,10 days,N/A,3GB Total with high speed + FUP 128 Kbps,N/A,10 days,1.97,1.97,3.94,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT3G-15,eSIM-AUT3G-15,"Holiday eSIM 2 Australia
 (Total 3GB)",3GB Total with high speed + FUP 128 Kbps,15 days,N/A,3GB Total with high speed + FUP 128 Kbps,N/A,15 days,2.09,2.09,4.18,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT3G-30,eSIM-AUT3G-30,"Holiday eSIM 2 Australia
 (Total 3GB)",3GB Total with high speed + FUP 128 Kbps,30 days,N/A,3GB Total with high speed + FUP 128 Kbps,N/A,30 days,2.22,2.22,4.44,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT5G-03,eSIM-AUT5G-03,"Holiday eSIM 2 Australia
 (Total 5GB)",5GB Total with high speed + FUP 128 Kbps,3 days,N/A,5GB Total with high speed + FUP 128 Kbps,N/A,3 days,2.35,2.35,4.7,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT5G-05,eSIM-AUT5G-05,"Holiday eSIM 2 Australia
 (Total 5GB)",5GB Total with high speed + FUP 128 Kbps,5 days,N/A,5GB Total with high speed + FUP 128 Kbps,N/A,5 days,2.46,2.46,4.92,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT5G-07,eSIM-AUT5G-07,"Holiday eSIM 2 Australia
 (Total 5GB)",5GB Total with high speed + FUP 128 Kbps,7 days,N/A,5GB Total with high speed + FUP 128 Kbps,N/A,7 days,2.59,2.59,5.18,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT5G-10,eSIM-AUT5G-10,"Holiday eSIM 2 Australia
 (Total 5GB)",5GB Total with high speed + FUP 128 Kbps,10 days,N/A,5GB Total with high speed + FUP 128 Kbps,N/A,10 days,2.71,2.71,5.42,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT5G-15,eSIM-AUT5G-15,"Holiday eSIM 2 Australia
 (Total 5GB)",5GB Total with high speed + FUP 128 Kbps,15 days,N/A,5GB Total with high speed + FUP 128 Kbps,N/A,15 days,2.84,2.84,5.68,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT5G-30,eSIM-AUT5G-30,"Holiday eSIM 2 Australia
 (Total 5GB)",5GB Total with high speed + FUP 128 Kbps,30 days,N/A,5GB Total with high speed + FUP 128 Kbps,N/A,30 days,3.08,3.08,6.16,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT10G-03,eSIM-AUT10G-03,"Holiday eSIM 2 Australia
 (Total 10GB)",10GB Total with high speed + FUP 128 Kbps,3 days,N/A,10GB Total with high speed + FUP 128 Kbps,N/A,3 days,3.96,3.96,7.92,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT10G-05,eSIM-AUT10G-05,"Holiday eSIM 2 Australia
 (Total 10GB)",10GB Total with high speed + FUP 128 Kbps,5 days,N/A,10GB Total with high speed + FUP 128 Kbps,N/A,5 days,4.2,4.2,8.4,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT10G-07,eSIM-AUT10G-07,"Holiday eSIM 2 Australia
 (Total 10GB)",10GB Total with high speed + FUP 128 Kbps,7 days,N/A,10GB Total with high speed + FUP 128 Kbps,N/A,7 days,4.45,4.45,8.9,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT10G-10,eSIM-AUT10G-10,"Holiday eSIM 2 Australia
 (Total 10GB)",10GB Total with high speed + FUP 128 Kbps,10 days,N/A,10GB Total with high speed + FUP 128 Kbps,N/A,10 days,4.69,4.69,9.38,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT10G-15,eSIM-AUT10G-15,"Holiday eSIM 2 Australia
 (Total 10GB)",10GB Total with high speed + FUP 128 Kbps,15 days,N/A,10GB Total with high speed + FUP 128 Kbps,N/A,15 days,4.94,4.94,9.88,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT10G-30,eSIM-AUT10G-30,"Holiday eSIM 2 Australia
 (Total 10GB)",10GB Total with high speed + FUP 128 Kbps,30 days,N/A,10GB Total with high speed + FUP 128 Kbps,N/A,30 days,5.19,5.19,10.38,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT20G-03,eSIM-AUT20G-03,"Holiday eSIM 2 Australia
 (Total 20GB)",20GB Total with high speed + FUP 128 Kbps,3 days,N/A,20GB Total with high speed + FUP 128 Kbps,N/A,3 days,6.8,6.8,13.6,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT20G-05,eSIM-AUT20G-05,"Holiday eSIM 2 Australia
 (Total 20GB)",20GB Total with high speed + FUP 128 Kbps,5 days,N/A,20GB Total with high speed + FUP 128 Kbps,N/A,5 days,7.29,7.29,14.58,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT20G-07,eSIM-AUT20G-07,"Holiday eSIM 2 Australia
 (Total 20GB)",20GB Total with high speed + FUP 128 Kbps,7 days,N/A,20GB Total with high speed + FUP 128 Kbps,N/A,7 days,7.79,7.79,15.58,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT20G-10,eSIM-AUT20G-10,"Holiday eSIM 2 Australia
 (Total 20GB)",20GB Total with high speed + FUP 128 Kbps,10 days,N/A,20GB Total with high speed + FUP 128 Kbps,N/A,10 days,8.28,8.28,16.56,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT20G-15,eSIM-AUT20G-15,"Holiday eSIM 2 Australia
 (Total 20GB)",20GB Total with high speed + FUP 128 Kbps,15 days,N/A,20GB Total with high speed + FUP 128 Kbps,N/A,15 days,8.77,8.77,17.54,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT20G-30,eSIM-AUT20G-30,"Holiday eSIM 2 Australia
 (Total 20GB)",20GB Total with high speed + FUP 128 Kbps,30 days,N/A,20GB Total with high speed + FUP 128 Kbps,N/A,30 days,9.27,9.27,18.54,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT30G-03,eSIM-AUT30G-03,"Holiday eSIM 2 Australia
 (Total 30GB)",30GB Total with high speed + FUP 128 Kbps,3 days,N/A,30GB Total with high speed + FUP 128 Kbps,N/A,3 days,9.76,9.76,19.52,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT30G-05,eSIM-AUT30G-05,"Holiday eSIM 2 Australia
 (Total 30GB)",30GB Total with high speed + FUP 128 Kbps,5 days,N/A,30GB Total with high speed + FUP 128 Kbps,N/A,5 days,10.38,10.38,20.76,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT30G-07,eSIM-AUT30G-07,"Holiday eSIM 2 Australia
 (Total 30GB)",30GB Total with high speed + FUP 128 Kbps,7 days,N/A,30GB Total with high speed + FUP 128 Kbps,N/A,7 days,11.01,11.01,22.02,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT30G-10,eSIM-AUT30G-10,"Holiday eSIM 2 Australia
 (Total 30GB)",30GB Total with high speed + FUP 128 Kbps,10 days,N/A,30GB Total with high speed + FUP 128 Kbps,N/A,10 days,11.63,11.63,23.26,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT30G-15,eSIM-AUT30G-15,"Holiday eSIM 2 Australia
 (Total 30GB)",30GB Total with high speed + FUP 128 Kbps,15 days,N/A,30GB Total with high speed + FUP 128 Kbps,N/A,15 days,12.24,12.24,24.48,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT30G-30,eSIM-AUT30G-30,"Holiday eSIM 2 Australia
 (Total 30GB)",30GB Total with high speed + FUP 128 Kbps,30 days,N/A,30GB Total with high speed + FUP 128 Kbps,N/A,30 days,12.86,12.86,25.72,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT50G-03,eSIM-AUT50G-03,"Holiday eSIM 2 Australia
 (Total 50GB)",50GB Total with high speed + FUP 128 Kbps,3 days,N/A,50GB Total with high speed + FUP 128 Kbps,N/A,3 days,15.09,15.09,30.18,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT50G-05,eSIM-AUT50G-05,"Holiday eSIM 2 Australia
 (Total 50GB)",50GB Total with high speed + FUP 128 Kbps,5 days,N/A,50GB Total with high speed + FUP 128 Kbps,N/A,5 days,16.08,16.08,32.16,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT50G-07,eSIM-AUT50G-07,"Holiday eSIM 2 Australia
 (Total 50GB)",50GB Total with high speed + FUP 128 Kbps,7 days,N/A,50GB Total with high speed + FUP 128 Kbps,N/A,7 days,17.07,17.07,34.14,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT50G-10,eSIM-AUT50G-10,"Holiday eSIM 2 Australia
 (Total 50GB)",50GB Total with high speed + FUP 128 Kbps,10 days,N/A,50GB Total with high speed + FUP 128 Kbps,N/A,10 days,18.05,18.05,36.1,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT50G-15,eSIM-AUT50G-15,"Holiday eSIM 2 Australia
 (Total 50GB)",50GB Total with high speed + FUP 128 Kbps,15 days,N/A,50GB Total with high speed + FUP 128 Kbps,N/A,15 days,19.04,19.04,38.08,GBP,QR Code Expiry: 180 days,active
,Australia,eSIM-AUT50G-30,eSIM-AUT50G-30,"Holiday eSIM 2 Australia
 (Total 50GB)",50GB Total with high speed + FUP 128 Kbps,30 days,N/A,50GB Total with high speed + FUP 128 Kbps,N/A,30 days,20.03,20.03,40.06,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD500M-01,eSIM-BD500M-01,"Holiday eSIM 2 Bangladesh
 (Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,1 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,1 days,0.62,0.62,1.24,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD500M-03,eSIM-BD500M-03,"Holiday eSIM 2 Bangladesh
 (Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,3 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,3 days,1.18,1.18,2.36,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD500M-05,eSIM-BD500M-05,"Holiday eSIM 2 Bangladesh
 (Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,5 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,5 days,1.84,1.84,3.68,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD500M-07,eSIM-BD500M-07,"Holiday eSIM 2 Bangladesh
 (Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,7 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,7 days,2.46,2.46,4.92,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD500M-10,eSIM-BD500M-10,"Holiday eSIM 2 Bangladesh
 (Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,10 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,10 days,3.46,3.46,6.92,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD500M-15,eSIM-BD500M-15,"Holiday eSIM 2 Bangladesh
 (Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,15 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,15 days,4.94,4.94,9.88,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD500M-20,eSIM-BD500M-20,"Holiday eSIM 2 Bangladesh
 (Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,20 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,20 days,6.43,6.43,12.86,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD500M-30,eSIM-BD500M-30,"Holiday eSIM 2 Bangladesh
 (Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,30 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,30 days,9.52,9.52,19.04,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD1G-01,eSIM-BD1G-01,"Holiday eSIM 2 Bangladesh
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,1 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,1 days,0.75,0.75,1.5,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD1G-03,eSIM-BD1G-03,"Holiday eSIM 2 Bangladesh
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,3 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,3 days,1.58,1.58,3.16,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD1G-05,eSIM-BD1G-05,"Holiday eSIM 2 Bangladesh
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,5 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,5 days,2.35,2.35,4.7,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD1G-07,eSIM-BD1G-07,"Holiday eSIM 2 Bangladesh
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,7 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,7 days,3.21,3.21,6.42,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD1G-10,eSIM-BD1G-10,"Holiday eSIM 2 Bangladesh
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,10 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,10 days,4.45,4.45,8.9,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD1G-15,eSIM-BD1G-15,"Holiday eSIM 2 Bangladesh
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,15 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,15 days,6.43,6.43,12.86,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD1G-20,eSIM-BD1G-20,"Holiday eSIM 2 Bangladesh
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,20 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,20 days,8.41,8.41,16.82,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD1G-30,eSIM-BD1G-30,"Holiday eSIM 2 Bangladesh
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,30 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,30 days,12.49,12.49,24.98,GBP,QR Code Expiry: 180 days,active
